Postcode,Title Number,Tenure,Property Address,District,County,Region,Multiple Address Indicator,Price Paid,Proprietor Name (1),Company Registration No. (1),Proprietorship Category (1),Proprietor (1) Address (1),Proprietor (1) Address (2),Proprietor (1) Address (3),Proprietor Name (2),Company Registration No. (2),Proprietorship Category (2),Proprietor (2) Address (1),Proprietor (2) Address (2),Proprietor (2) Address (3),Proprietor Name (3),Company Registration No. (3),Proprietorship Category (3),Proprietor (3) Address (1),Proprietor (3) Address (2),Proprietor (3) Address (3),Proprietor Name (4),Company Registration No. (4),Proprietorship Category (4),Proprietor (4) Address (1),Proprietor (4) Address (2),Proprietor (4) Address (3),Date Proprietor Added,Additional Proprietor Indicator,Matching Address,LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,ASSET_RATING,ASSET_RATING_BAND,PROPERTY_TYPE,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,TRANSACTION_TYPE,NEW_BUILD_BENCHMARK,EXISTING_STOCK_BENCHMARK,BUILDING_LEVEL,MAIN_HEATING_FUEL,OTHER_FUEL_DESC,SPECIAL_ENERGY_USES,RENEWABLE_SOURCES,FLOOR_AREA,STANDARD_EMISSIONS,TARGET_EMISSIONS,TYPICAL_EMISSIONS,BUILDING_EMISSIONS,AIRCON_PRESENT,AIRCON_KW_RATING,ESTIMATED_AIRCON_KW_RATING,AC_INSPECTION_COMMISSIONED,BUILDING_ENVIRONMENT,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,POSTTOWN,LODGEMENT_DATETIME,PRIMARY_ENERGY_VALUE,UPRN,UPRN_SOURCE,Ofgem industry,Energy intensity,Consumption (kWh)
EC4M 9DN,NGL848722,Freehold,"12 Well Court, London (EC4M 9DN)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,,POINTCREST LIMITED,06600204,Limited Company or Public Limited Company,"Foxhill, Ullenhall, Henley-In-Arden B95 5PJ","DX43650, Cwmbran",,,,,,,,,,,,,,,,,,,,07-02-2011,N,12 Well Court,b624411c993e86e3691c23bd374c190979214619ff4f950a3bac42a2240d1438,12 Well Court,,,EC4M 9DN,10005691142,35,B,Retail/Financial and Professional Services,2024-02-15,E09000001,E14000639,,2024-02-28,Mandatory issue (Property to let).,10,38,3,Grid Supplied Electricity,,,,75,20.26,3.89,15.59,14.36,Yes,,1.0,4.0,Air Conditioning,City of London,Cities of London and Westminster,LONDON,2024-02-28 08:30:49,158.0,100022936207.0,Energy Assessor,Shops,84,6300
EC4M 9DQ,AGL530454,Leasehold,"1 Bow Churchyard, London (EC4M 9DQ)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,,SHOOSMITHS LLP,OC374987,Limited Liability Partnership,"100 Avebury Boulevard, Milton Keynes MK9 1FH",,,,,,,,,,,,,,,,,,,,,12-04-2021,N,1 Bow Churchyard,32609800062010031816192571220460,,1 Bow Churchyard,,EC4M 9DQ,670904180000,115,E,Office,2010-02-24,E09000001,E14000639,Greater London Authority,2010-03-18,Mandatory issue (Property to let).,61,135,4,Natural Gas,,,,4797,32.11,39.3,86.96,73.53,Yes,,3.0,5.0,Air Conditioning,City of London,Cities of London and Westminster,LONDON,2010-03-18 16:19:25,,95511168.0,Address Matched,Offices,59,283023
EC4M 9DT,AGL447634,Leasehold,"40 Bow Lane, London (EC4M 9DT)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,30000.0,ISLAND POKE LIMITED,10254550,Limited Company or Public Limited Company,"Finsgate, 5-7 Cranwood Street, London EC1V 9EE",,,,,,,,,,,,,,,,,,,,,28-06-2018,N,40 Bow Lane,79367130142013061902545942300960,,40 Bow Lane,,EC4M 9DT,318903340000,81,D,A1/A2 Retail and Financial/Professional services,2013-06-12,E09000001,E14000639,Greater London Authority,2013-06-19,Mandatory issue (Property to let).,33,88,3,Grid Supplied Electricity,,,,55,49.38,32.78,87.4,79.87,Yes,,1.0,4.0,Air Conditioning,City of London,Cities of London and Westminster,LONDON,2013-06-19 02:54:59,,,,Shops,84,4620
EC4M 9EE,AGL267808,Leasehold,"3 Bow Lane, London (EC4M 9EE)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,50000.0,SPACE PHONE LTD,11038933,Limited Company or Public Limited Company,"International House, 24 Holborn Viaduct, London EC1A 2BN",,,,,,,,,,,,,,,,,,,,,22-01-2019,N,3 Bow Lane,18777812912009062808360303000992,3 Bow Lane,3 Bow Lane, ,EC4M 9EE,927623390000,163,G,Retail,2009-01-19,E09000001,E14000639,Greater London Authority,2009-06-28,Mandatory issue (Property to let).,59,91,3,Grid Supplied Electricity,,,,75,14.76,2.89,11.57,17.44,Yes,,1.0,4.0,Heating and Natural Ventilation,City of London,Cities of London and Westminster,LONDON,2009-06-28 08:36:03,187.0,95506703.0,Address Matched,Shops,84,6300
EC4M 9ET,AGL496767,Leasehold,"52 Bow Lane, London (EC4M 9ET)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,,BARKER SHOES LIMITED,00133893,Limited Company or Public Limited Company,"Station Road, Earls Barton, Northampton NN6 0NT",,,,,,,,,,,,,,,,,,,,,18-12-2019,N,52 Bow Lane,6138650022008121016105930060650,,52 Bow Lane,,EC4M 9DJ,531154000000,80,D,Retail,2007-06-06,E09000001,E14000639,Greater London Authority,2008-12-10,,59,92,3,Grid Supplied Electricity,,,,26,,,,,,,,,Air Conditioning,City of London,Cities of London and Westminster,LONDON,2008-12-10 16:10:59,,,,Shops,84,2184
EC4N 1SA,AGL314474,Leasehold,"90 Queen Street, London (EC4N 1SA)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,,PRET A MANGER (EUROPE) LIMITED,1854213,Limited Company or Public Limited Company,"1 Hudson's Place, London SW1V 1PZ",,,,,,,,,,,,,,,,,,,,,13-06-2014,N,90 Queen Street,133330380022018050411460480040440,90 Queen Street,90 Queen Street,,EC2N 1SA,480189000000,136,F,B1 Offices and Workshop businesses,2018-04-04,E09000001,E14000639,Greater London Authority,2018-05-04,Mandatory issue (Marketed sale).,40,119,4,Natural Gas,,,,7905,29.63,23.98,70.28,80.66,Yes,,2.0,5.0,Air Conditioning,City of London,Cities of London and Westminster,LONDON,2018-05-04 11:46:04,476.0,100022936267.0,Address Matched,Offices,59,466395
EC4N 1SP,LN61627,Leasehold,"6-7 Queen Street, London (EC4N 1SP)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,2500000.0,LEICESTERSHIRE COUNTY COUNCIL,4041884,County Council,"County Hall, Leicester Road, Glenfield, Leicester LE3 8RA",,,,,,,,,,,,,,,,,,,,,13-11-2015,N,6-7 Queen Street,2654460022008100713253348910120,,6-7 Queen Street,,EC4N 1SP,247762800000,76,D,Office,2008-09-19,E09000001,E14000639,Greater London Authority,2008-10-07,,54,103,4,Natural Gas,,,,1195,,,,,,,,,Air Conditioning,City of London,Cities of London and Westminster,LONDON,2008-10-07 13:25:33,,,,Offices,59,70505
EC4N 1TX,AGL482961,Leasehold,"Aldermary House, 10-15 Queen Street, London (EC4N 1TX)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,,PIROLA PENNUTO ZEI & ASSOCIATI LIMITED,11070464,Limited Company or Public Limited Company,"5th Floor, Aldermary House, 10-15 Queen Street, London EC4N 1TX",,,,,,,,,,,,,,,,,,,,,23-07-2019,N,"Aldermary House, 10-15 Queen Street",24358110442011021418033159600990,,Aldermary House,10-15 Queen Street,EC4N 1TX,140901650000,120,E,Office,2011-01-11,E09000001,E14000639,Greater London Authority,2011-02-14,Mandatory issue (Property to let).,63,136,4,Oil,,,,7259,34.36,43.32,93.68,82.23,No,,,4.0,Air Conditioning,City of London,Cities of London and Westminster,LONDON,2011-02-14 18:03:31,,,,Offices,59,428281
EC4N 4SF,EGL537680,Leasehold,"39 Queen Victoria Street, London (EC4N 4SF)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,,SWEETINGS (CITY) LIMITED,567496,Limited Company or Public Limited Company,"39 Queen Victoria Street, London EC4N 4SF",,,,,,,,,,,,,,,,,,,,,13-05-2008,N,39 Queen Victoria Street,870f4a01797b0f85301d0d36f9d9007641d04c75210541bfd8fcea1668aaa560,39 Queen Victoria Street,,,EC4N 4SF,10001709296,87,D,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2021-08-31,E09000001,E14000639,,2021-08-31,Mandatory issue (Property to let).,36,106,3,Grid Supplied Electricity,,,,225,102.33,73.78,216.22,177.96,No,,,4.0,Air Conditioning,City of London,Cities of London and Westminster,London,2021-09-01 16:36:02,1052.0,200000074800.0,Energy Assessor,Hospitality,111,24975
EC4N 4SG,AGL411527,Leasehold,"53a Queen Victoria Street, London (EC4N 4SG)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,,SNAPPY SNAPS FRANCHISES LIMITED,2632020,Limited Company or Public Limited Company,"Timpson House, Claverton Road, Roundthorn Industrial Estate, Manchester M23 9TT","Property Support, 2 Midland Court, Central Park, Lutterworth LE17 4PN",,,,,,,,,,,,,,,,,,,,03-05-2017,N,53a Queen Victoria Street,42115247212014070213233506009282,53a Queen Victoria Street,53a Queen Victoria Street,,EC4N 4SG,224676880000,183,G,A1/A2 Retail and Financial/Professional services,2014-06-24,E09000001,E14000639,Greater London Authority,2014-07-02,Mandatory issue (Property to let).,29,85,3,Grid Supplied Electricity,,,,58,70.64,40.74,119.4,257.86,Yes,,3.0,5.0,Air Conditioning,City of London,Cities of London and Westminster,LONDON,2014-07-02 13:23:35,573.0,100023616182.0,Address Matched,Shops,84,4872
EC4N 4TR,AGL542528,Leasehold,"60 Queen Victoria Street, London (EC4N 4TR)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,,T. ROWE PRICE INTERNATIONAL LTD,3957748,Limited Company or Public Limited Company,"60 Queen Victoria Street, London EC4N 4TZ",,,,,,,,,,,,,,,,,,,,,17-08-2021,N,60 Queen Victoria Street,5383717952008112808551207000446,,60 Queen Victoria Street,,EC4N 4TW,465177540000,106,E,Office,2008-08-19,E09000001,E14000639,Greater London Authority,2008-11-28,Voluntary (No legal requirement for an EPC).,56,118,4,Natural Gas,,,,14828,27.06,23.53,62.74,43.89,Yes,,3.0,3.0,Air Conditioning,City of London,Cities of London and Westminster,LONDON,2008-11-28 08:55:12,256.0,,,Offices,59,874852
EC4N 4TZ,AGL381811,Leasehold,"60 Queen Victoria Street, London (EC4N 4TZ)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,,T. ROWE PRICE INTERNATIONAL LTD,3957748,Limited Company or Public Limited Company,"60 Queen Victoria Street, London EC4N 4TZ",,,,,,,,,,,,,,,,,,,,,01-07-2016,N,60 Queen Victoria Street,5383717952008112808551207000446,,60 Queen Victoria Street,,EC4N 4TW,465177540000,106,E,Office,2008-08-19,E09000001,E14000639,Greater London Authority,2008-11-28,Voluntary (No legal requirement for an EPC).,56,118,4,Natural Gas,,,,14828,27.06,23.53,62.74,43.89,Yes,,3.0,3.0,Air Conditioning,City of London,Cities of London and Westminster,LONDON,2008-11-28 08:55:12,256.0,,,Offices,59,874852
EC4N 4UA,AGL469641,Leasehold,"63 Queen Victoria Street, London (EC4N 4UA)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,,LONDON CITY PHYSIOTHERAPY LIMITED,5661190,Limited Company or Public Limited Company,"53 Cavendish Road, London SW12 0BL","Transport For London, 7th Floor, Yellow Zone, 197 Blackfriars Road, London SE1 8NJ",,,,,,,,,,,,,,,,,,,,28-02-2019,N,63 Queen Victoria Street,13708250942018121212420592109090,,63 Queen Victoria Street,,EC4N 4UA,192005190000,113,E,B1 Offices and Workshop businesses,2018-11-02,E09000001,E14000639,Greater London Authority,2018-12-12,Mandatory issue (Marketed sale).,38,113,5,Natural Gas,,,,5467,27.68,21.3,62.41,62.45,No,,,4.0,Air Conditioning,City of London,Cities of London and Westminster,LONDON,2018-12-12 12:42:05,368.0,,,Offices,59,322553
EC4N 5AA,AGL584538,Leasehold,"63 Cannon Street, London (EC4N 5AA)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,,VAPEPUNDIT LIMITED,13915441,Limited Company or Public Limited Company,"121 Beavers Lane, Hounslow TW4 6HF",,,,,,,,,,,,,,,,,,,,,23-12-2022,N,63 Cannon Street,3f9131a1ed86623c6a845a4d19e62415cb3e785708c9ec889b079aa4b392c11d,63 Cannon Street,,,EC4N 5AA,10003367149,69,C,Retail/Financial and Professional Services,2022-09-05,E09000001,E14000639,,2022-09-12,Mandatory issue (Property to let).,6,22,3,Grid Supplied Electricity,,,,33,13.65,1.52,6.08,18.77,Yes,,1.0,4.0,Air Conditioning,City of London,Cities of London and Westminster,LONDON,2022-09-12 13:31:37,207.0,100022936304.0,Energy Assessor,Shops,84,2772
EC4N 5AD,AGL470698,Leasehold,"111 Cannon Street, London (EC4N 5AD)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,,T.H.F.C. (SERVICES) LIMITED,02480005,Limited Company or Public Limited Company,"4th Floor, 107 Cannon Street, London EC4N 5AF",,,,,,,,,,,,,,,,,,,,,13-03-2019,N,111 Cannon Street,24084750022009110509344506980330,,111 Cannon Street,,EC4N 5AR,300452600000,72,C,Office,2009-08-17,E09000001,E14000639,Greater London Authority,2009-11-05,Mandatory issue (Property to let).,35,64,4,Natural Gas,,,,1984,35.66,16.79,49.2,70.06,No,,2.0,4.0,Heating and Natural Ventilation,City of London,Cities of London and Westminster,LONDON,2009-11-05 09:34:45,252.0,95515090.0,Address Matched,Offices,59,117056
EC4N 5AG,AGL318914,Leasehold,"103 Cannon Street, London (EC4N 5AG)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,,KYOCERA DOCUMENT SOLUTIONS (U.K.) LIMITED,2150688,Limited Company or Public Limited Company,"Eldon Court, 75 London Road, Reading RG1 5BS",,,,,,,,,,,,,,,,,,,,,31-07-2014,N,103 Cannon Street,78150630342013040314313453700270,,103 Cannon Street,,EC4N 5AG,538933750000,62,C,B1 Offices and Workshop businesses,2013-03-27,E09000001,E14000639,Greater London Authority,2013-04-03,Mandatory issue (Marketed sale).,43,114,5,Natural Gas,,,,1368,23.18,19.76,52.7,28.92,No,,,4.0,Air Conditioning,City of London,Cities of London and Westminster,LONDON,2013-04-03 14:31:34,,,,Offices,59,80712
EC4N 5AX,AGL272246,Leasehold,"131-133 Cannon Street, London (EC4N 5AX)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,,CURRENCY EXCHANGE CORPORATION LIMITED,3700689,Limited Company or Public Limited Company,"15 Galena Road, London W6 0LT",,,,,,,,,,,,,,,,,,,,,15-01-2021,N,131-133 Cannon Street,37392330062012051915491497240370,,131-133 Cannon Street,,EC4N 5AX,797332780000,125,E,B1 Offices and Workshop businesses,2012-04-27,E09000001,E14000639,Greater London Authority,2012-05-19,Mandatory issue (Property to let).,30,81,3,Natural Gas,,,,510,30.28,18.43,49.15,75.48,No,,1.0,4.0,Heating and Natural Ventilation,City of London,Cities of London and Westminster,LONDON,2012-05-19 15:49:14,1024.0,200000071216.0,Address Matched,Offices,59,30090
EC4N 6AE,AGL440748,Leasehold,"Cannongate House, 62-64 Cannon Street, London (EC4N 6AE)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,17000000.0,METRODENTAL LIMITED,05947121,Limited Company or Public Limited Company,"255-261 Horn Lane, London W3 9EH","Hill House, 1 Little New Street, London EC4A 3TR",,,,,,,,,,,,,,,,,,,,06-04-2018,N,"Cannongate House, 62-64 Cannon Street",3abfa14b8f79cb19f285f499fac76be377e895b42329ee4704de434d69588b4e,Cannongate House,62-64 Cannon Street,,EC4N 6AE,10005828055,94,D,Offices and Workshop Businesses,2024-02-22,E09000001,E14000639,Greater London Authority,2024-02-23,Mandatory issue (Property to let).,22,94,5,Natural Gas,,,,2262,10.65,4.68,19.98,20.12,No,,3.0,4.0,Air Conditioning,City of London,Cities of London and Westminster,LONDON,2024-03-26 09:54:43,160.0,10091781749.0,Address Matched,Offices,59,133458
EC4N 6AS,NGL877788,Leasehold,"116 Cannon Street, London (EC4N 6AS)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,,VEE AND JAY STORES LIMITED,05777024,Limited Company or Public Limited Company,"11 Shepperton Road, Petts Wood, Orpington BR5 1DJ",,,,,,,,,,,,,,,,,,,,,30-03-2015,N,116 Cannon Street,30152790902010020109020721300290,,116 Cannon Street,,EC4N 6AS,298949320000,136,F,Restaurant/public house,2010-01-29,E09000001,E14000639,Greater London Authority,2010-02-01,,69,108,3,Grid Supplied Electricity,,,,47,,,,,Yes,,1.0,4.0,Air Conditioning,City of London,Cities of London and Westminster,LONDON,2010-02-01 09:02:07,,100022936352.0,Address Matched,Hospitality,111,5217
EC4N 6EU,AGL401673,Leasehold,"108 Cannon Street, London (EC4N 6EU)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,,KPI OCEANCONNECT LONDON LTD,04573476,Limited Company or Public Limited Company,"201 Bishopsgate, London EC2M 3AB","108 Cannon Street, London EC4N 6EU",,,,,,,,,,,,,,,,,,,,20-01-2017,N,108 Cannon Street,76470941052016082415164404009851,,108 Cannon Street,,EC4N 6EU,812314750000,31,B,B1 Offices and Workshop businesses,2016-08-04,E09000001,E14000639,Greater London Authority,2016-08-24,Mandatory issue (Marketed sale).,28,75,5,Grid Supplied Electricity,,,,5135,25.83,14.58,38.87,16.06,Yes,,2.0,5.0,Air Conditioning,City of London,Cities of London and Westminster,LONDON,2016-08-24 15:16:44,,,,Offices,59,302965
EC4N 6HA,AGL280984,Leasehold,"90 Cannon Street, London (EC4N 6HA)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,,CHINA DAILY UK COMPANY LIMITED,07283743,Limited Company or Public Limited Company,"Levels 5 and 6, 90 Cannon Street, London EC4N 6HA",,,,,,,,,,,,,,,,,,,,,08-04-2013,N,90 Cannon Street,9adb900e53a6441e3b35a7a83dceeebbb163d3b07afbff5c3724decb550a3fb9,90 Cannon Street,90 Cannon Street,,EC4N 6HA,10004381902,59,C,Offices and Workshop Businesses,2023-03-24,E09000001,E14000639,Greater London Authority,2023-03-30,Mandatory issue (Property to let).,17,67,4,Natural Gas,,,,11087,8.87,2.96,11.85,10.4,No,,2.0,4.0,Air Conditioning,City of London,Cities of London and Westminster,London,2023-04-19 10:55:00,86.0,,,Offices,59,654133
EC4N 6HL,AGL494609,Leasehold,"80 Cannon Street, London (EC4N 6HL)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,,BOOTS UK LIMITED,00928555,Limited Company or Public Limited Company,"Boots Legal Services, D90 Head Office, Thane Road, Nottingham NG90 1BS",,,,,,,,,,,,,,,,,,,,,25-11-2019,N,80 Cannon Street,14295286952010112311515701909282,,80 Cannon Street,,EC4N 6HL,228561380000,100,D,Office,2010-11-18,E09000001,E14000639,Greater London Authority,2010-11-23,Mandatory issue (Property to let).,64,142,4,Grid Supplied Electricity,,,,6210,28.12,35.86,79.68,56.15,Yes,,2.0,3.0,Air Conditioning,City of London,Cities of London and Westminster,LONDON,2010-11-23 11:51:57,,,,Offices,59,366390
EC4N 6JJ,LN108710,Freehold,"40-42 Cannon Street, London (EC4N 6JJ)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,,TRUST FOR LONDON TRUSTEE,03286342,Corporate Body,"Fourth Floor, 4-7 Chiswell Street, London EC1Y 4UP","Mayesfield, Mayes Lane, Danbury, Chelmsford CM3 4NJ",,,,,,,,,,,,,,,,,,,,25-01-2006,N,40-42 Cannon Street,20751531032013020715443793000403,,40-42 Cannon Street,,EC4N 6JJ,335341090000,60,C,A1/A2 Retail and Financial/Professional services,2009-04-01,E09000001,E14000639,Greater London Authority,2013-02-07,Mandatory issue (Marketed sale).,21,56,3,Natural Gas,,,,836,36.5,15.36,40.95,44.03,No,,,4.0,Heating and Natural Ventilation,City of London,Cities of London and Westminster,LONDON,2013-02-07 15:44:37,,100022936339.0,Address Matched,Shops,84,70224
EC4N 6NL,AGL532254,Leasehold,"76 Cannon Street, London (EC4N 6NL)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,,PLACES FOR LONDON LIMITED,08961151,Limited Company or Public Limited Company,"5 Endeavour Square, London E20 1JN","7th Floor, Green zone, 197 Blackfriars Road, London SE1 8NJ",,,,,,,,,,,,,,,,,,,,30-04-2021,N,76 Cannon Street,10870200642015072316291790500230,,76 Cannon Street,,EC4N 6AE,267540590000,149,F,B1 Offices and Workshop businesses,2015-07-20,E09000001,E14000639,Greater London Authority,2015-07-23,Mandatory issue (Marketed sale).,33,96,3,Natural Gas,,,,1248,35.21,22.99,67.37,105.12,No,,2.0,4.0,Air Conditioning,City of London,Cities of London and Westminster,LONDON,2015-07-23 16:29:17,308.0,,,Offices,59,73632
EC4N 6NP,AGL565389,Leasehold,"Unit 2, 60 Cannon Street, London (EC4N 6NP)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,,LONDON CANNON STREET CENTRE LIMITED,5687458,Limited Company or Public Limited Company,"1 Burwood Place, London W2 2UT",,,,,,,,,,,,,,,,,,,,,16-05-2022,N,"Unit 2, 60 Cannon Street",8999fc655d4442695e54cc63c55d40eeb0404d9d2c7f82cd46665206b2a6fd27,Unit 2,60 Cannon Street,,EC4N 6LY,10004527077,25,A,Offices and Workshop Businesses,2022-11-15,E09000001,E14000639,,2023-05-30,Mandatory issue (Marketed sale),19,77,3,Grid Supplied Electricity,,,,87,74.63,28.53,114.4,37.76,No,,,4.0,Air Conditioning,City of London,Cities of London and Westminster,London,2023-05-30 08:02:17,408.0,,,Offices,59,5133
EC4N 7AR,AGL449939,Leasehold,"1 King William Street, London (EC4N 7AR)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,,ARGYLL MANAGEMENT LIMITED,13322751,Limited Company or Public Limited Company,"33 St. James's Square, London SW1Y 4JS",,,,,,,,,,,,,,,,,,,,,05-04-2022,N,1 King William Street,46760449012016070511391704009589,,1 King William Street,,EC4N 7AR,593294680000,37,B,B1 Offices and Workshop businesses,2016-07-04,E09000001,E14000639,Greater London Authority,2016-07-05,Mandatory issue (Property on construction).,39,104,5,Natural Gas,,,,14320,23.19,18.07,48.18,17.02,Yes,,2.0,2.0,Air Conditioning,City of London,Cities of London and Westminster,LONDON,2016-07-05 11:39:17,,,,Offices,59,844880
EC4N 7BE,AGL339841,Leasehold,"75 King William Street, London (EC4N 7BE)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,,LONDON ORTHOPAEDIC & SPORTS MEDICINE CENTRE LIMITED,07033880,Limited Company or Public Limited Company,"17 Fitzhardinge Street, London W1H 6EQ",,,,,,,,,,,,,,,,,,,,,10-04-2015,N,75 King William Street,108251201712020051110495005002951,,75 King William Street,,EC4N 7BE,911715750000,106,E,B1 Offices and Workshop businesses,2020-01-30,E09000001,E14000639,Greater London Authority,2020-05-11,Mandatory issue (Property to let).,38,111,5,Natural Gas,,,,15822,23.73,17.94,52.57,50.42,No,,1.0,4.0,Air Conditioning,City of London,Cities of London and Westminster,LONDON,2020-05-11 10:49:50,297.0,10092024443.0,Address Matched,Offices,59,933498
EC4N 7BW,LN182457,Freehold,"15 Abchurch Lane, London (EC4N 7BW)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,10000000.0,THE ROYAL PHILATELIC SOCIETY LONDON,00092352,Corporate Body,"15 Abchurch Lane, London EC4N 7BW","41 Devonshire Place, London W1G 6JY",,,,,,,,,,,,,,,,,,,,11-12-2017,N,15 Abchurch Lane,74199460922012121917005807020660,,15 Abchurch Lane,,EC4N 7BW,607068700000,226,G,D2 General Assembly and Leisure plus Night Clubs and Theatres,2012-12-06,E09000001,E14000639,Greater London Authority,2012-12-19,Mandatory issue (Marketed sale).,37,99,3,Natural Gas,,,,1283,51.36,38.06,101.5,231.84,No,,,4.0,Air Conditioning,City of London,Cities of London and Westminster,LONDON,2012-12-19 17:00:58,,100023529024.0,Address Matched,Hospitality,111,142413
EC4N 7DA,EGL572631,Leasehold,"5 King William Street, London (EC4N 7DA)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,,DAIWA CAPITAL MARKETS EUROPE LIMITED,014387359,Limited Company or Public Limited Company,"5 King William Street, London EC4N 7DA",,,,,,,,,,,,,,,,,,,,,10-06-2010,N,5 King William Street,78126521012016061509560509009121,,5 King William Street,,EC4N 7DA,118519420000,78,D,B1 Offices and Workshop businesses,2016-06-02,E09000001,E14000639,Greater London Authority,2016-06-15,Mandatory issue (Marketed sale).,30,87,3,Natural Gas,,,,12822,26.37,15.71,46.04,41.09,No,,,4.0,Heating and Natural Ventilation,City of London,Cities of London and Westminster,LONDON,2016-06-15 09:56:05,,100022936372.0,Address Matched,Offices,59,756498
EC4N 7HR,NGL747247,Freehold,"69 King William Street, London (EC4N 7HR)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,,GRANT INVESTMENTS LIMITED,07218461,Limited Company or Public Limited Company,"Lanmor House, 370/386 High Road, Wembley, Middlesex HA9 6AX",,,,,,,,,,,,,,,,,,,,,08-09-2011,N,69 King William Street,16600991032009050712501455000708,69 King William Street,69 King William Street,,EC4N 7HR,984571290000,147,F,Office,2009-05-05,E09000001,E14000639,Greater London Authority,2009-05-07,Mandatory issue (Marketed sale),54,116,3,Natural Gas,,,,375,36.05,24.22,70.99,55.83,No,,,4.0,Air Conditioning,City of London,Cities of London and Westminster,LONDON,2009-05-07 12:50:14,330.0,,,Offices,59,22125
EC4N 8AR,AGL436376,Leasehold,"Unit C1, Bloomberg Arcade, London (EC4N 8AR)",CITY OF LONDON,GREATER LONDON,GREATER LONDON,N,,LINA 43 LIMITED,12733551,Limited Company or Public Limited Company,"Finsgate, 5-7 Cranwood Street, London EC1V 9EE",,,,,,,,,,,,,,,,,,,,,23-10-2020,N,"Unit C1, Bloomberg Arcade",137092580062018091811044132910860,,Unit C1,Bloomberg Arcade,EC4N 8AR,634481230000,30,B,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2018-09-18,E09000001,E14000639,Greater London Authority,2018-09-18,Mandatory issue (Marketed sale).,33,97,4,Grid Supplied Electricity,,,,303,164.36,108.82,318.89,99.73,No,,,4.0,Air Conditioning,City of London,Cities of London and Westminster,LONDON,2018-09-18 11:04:41,590.0,,,Hospitality,111,33633
